 Format                 IAGA-2002                                    |
2022-01-15 02:37:00.000 015     10047.24 -14706.64 -45900.05  49659.05
2022-01-15 02:38:00.000 015     10046.49 -14708.18 -45900.56  49660.65
2022-01-15 02:39:00.000 015     10046.88 -14707.34 -45899.57  49658.78
2022-01-15 02:40:00.000 015     10046.71 -14701.10 -45900.09  49655.76
2022-01-15 02:41:00.000 015     10044.21 -14697.28 -45902.93  49657.47
2022-01-15 02:42:00.000 015     10043.47 -14698.42 -45903.99  49660.10
2022-01-15 02:43:00.000 015     10043.18 -14699.22 -45903.52  49659.73
2022-01-15 02:44:00.000 015     10044.03 -14698.80 -45902.67  49658.28
2022-01-15 02:45:00.000 015     10043.81 -14696.88 -45902.39  49656.49
2022-01-15 02:46:00.000 015     10042.62 -14694.27 -45903.41  49656.19
2022-01-15 02:47:00.000 015     10040.91 -14694.90 -45903.76  49656.70
2022-01-15 02:48:00.000 015     10040.51 -14693.99 -45904.04  49656.47
2022-01-15 02:49:00.000 015     10039.19 -14695.25 -45904.36  49657.36
2022-01-15 02:50:00.000 015     10037.50 -14696.25 -45903.69  49656.19
2022-01-15 02:51:00.000 015     10035.40 -14694.00 -45904.00  49654.37
2022-01-15 02:52:00.000 015     10033.44 -14694.23 -45904.81  49655.34
2022-01-15 02:53:00.000 015     10031.81 -14695.53 -45903.81  49653.79
2022-01-15 02:54:00.000 015     10031.73 -14695.00 -45903.50  49652.64
2022-01-15 02:55:00.000 015     10031.97 -14694.82 -45903.23  49652.22
2022-01-15 02:56:00.000 015     10029.89 -14692.29 -45903.82  49651.00
2022-01-15 02:57:00.000 015     10029.27 -14692.91 -45903.15  49649.88
2022-01-15 02:58:00.000 015     10030.24 -14693.21 -45902.54  49649.35
2022-01-15 02:59:00.000 015     10029.71 -14692.05 -45901.60  49646.81
2022-01-15 03:00:00.000 015     10031.18 -14689.96 -45901.11  49644.89
2022-01-15 03:01:00.000 015     10032.52 -14691.80 -45900.43  49645.28
2022-01-15 03:02:00.000 015     10032.88 -14690.84 -45899.84  49643.73
2022-01-15 03:03:00.000 015     10030.74 -14691.30 -45900.45  49644.15
2022-01-15 03:04:00.000 015     10029.31 -14693.84 -45899.75  49643.94
2022-01-15 03:05:00.000 015     10028.38 -14694.26 -45900.21  49644.39
2022-01-15 03:06:00.000 015     10027.92 -14696.83 -45900.12  49645.70
2022-01-15 03:07:00.000 015     10028.09 -14698.81 -45899.16  49645.24
2022-01-15 03:08:00.000 015     10026.49 -14699.74 -45898.16  49643.37
2022-01-15 03:09:00.000 015     10025.46 -14698.17 -45897.26  49640.39
2022-01-15 03:10:00.000 015     10025.15 -14697.93 -45896.08  49637.80
2022-01-15 03:11:00.000 015     10023.52 -14696.49 -45895.88  49635.75
2022-01-15 03:12:00.000 015     10023.07 -14700.48 -45894.58  49635.59
2022-01-15 03:13:00.000 015     10022.78 -14700.90 -45893.40  49633.45
2022-01-15 03:14:00.000 015     10023.07 -14701.94 -45892.78  49632.96
2022-01-15 03:15:00.000 015     10021.98 -14704.31 -45891.61  49631.82
2022-01-15 03:16:00.000 015     10021.93 -14703.69 -45890.89  49630.04
2022-01-15 03:17:00.000 015     10021.76 -14705.09 -45890.05  49629.24
2022-01-15 03:18:00.000 015     10022.87 -14704.57 -45889.73  49628.53
2022-01-15 03:19:00.000 015     10024.16 -14704.45 -45889.80  49629.16
2022-01-15 03:20:00.000 015     10024.80 -14705.10 -45889.07  49628.43
2022-01-15 03:21:00.000 015     10025.76 -14705.45 -45889.12  49629.09
2022-01-15 03:22:00.000 015     10023.69 -14705.42 -45890.08  49629.86
2022-01-15 03:23:00.000 015     10025.24 -14708.61 -45889.91  49632.17
2022-01-15 03:24:00.000 015     10029.54 -14708.17 -45888.86  49631.75
2022-01-15 03:25:00.000 015     10029.90 -14708.15 -45889.44  49632.87
2022-01-15 03:26:00.000 015     10031.86 -14710.31 -45888.54  49633.35
2022-01-15 03:27:00.000 015     10031.95 -14709.36 -45888.36  49632.36
2022-01-15 03:28:00.000 015     10033.81 -14707.14 -45889.70  49634.25
2022-01-15 03:29:00.000 015     10030.64 -14708.15 -45890.14  49634.54
2022-01-15 03:30:00.000 015     10027.64 -14711.77 -45889.82  49634.95
2022-01-15 03:31:00.000 015     10030.55 -14711.68 -45888.84  49634.05
2022-01-15 03:32:00.000 015     10034.35 -14711.22 -45889.40  49636.25
2022-01-15 03:33:00.000 015     10035.69 -14709.48 -45889.81  49636.72
2022-01-15 03:34:00.000 015     10037.26 -14708.50 -45890.17  49637.55
2022-01-15 03:35:00.000 015     10039.52 -14708.13 -45889.72  49637.28
2022-01-15 03:36:00.000 015     10039.17 -14708.94 -45890.03  49638.14
2022-01-15 03:37:00.000 015     10039.24 -14709.99 -45890.23  49639.33
2022-01-15 03:38:00.000 015     10038.38 -14711.02 -45889.26  49637.85
2022-01-15 03:39:00.000 015     10040.74 -14711.07 -45888.79  49637.72
2022-01-15 03:40:00.000 015     10040.79 -14708.71 -45889.38  49637.52
2022-01-15 03:41:00.000 015     10043.91 -14710.75 -45889.77  49640.49
2022-01-15 03:42:00.000 015     10042.69 -14709.15 -45890.56  49640.63
2022-01-15 03:43:00.000 015     10043.01 -14711.05 -45890.63  49642.23
2022-01-15 03:44:00.000 015     10044.76 -14710.30 -45891.08  49642.95
2022-01-15 03:45:00.000 015     10044.28 -14711.49 -45891.94  49645.35
2022-01-15 03:46:00.000 015     10042.86 -14711.43 -45892.50  49645.95
2022-01-15 03:47:00.000 015     10042.83 -14711.23 -45892.84  49646.16
2022-01-15 03:48:00.000 015     10044.91 -14713.71 -45893.20  49649.28
2022-01-15 03:49:00.000 015     10046.47 -14713.45 -45893.03  49649.55
2022-01-15 03:50:00.000 015     10045.49 -14712.67 -45893.68  49649.72
2022-01-15 03:51:00.000 015     10045.44 -14712.10 -45893.73  49649.71
2022-01-15 03:52:00.000 015     10047.48 -14711.89 -45894.27  49651.05
2022-01-15 03:53:00.000 015     10047.85 -14714.77 -45894.37  49653.34
2022-01-15 03:54:00.000 015     10048.38 -14716.84 -45894.07  49654.20
2022-01-15 03:55:00.000 015     10049.70 -14717.63 -45893.58  49654.25
2022-01-15 03:56:00.000 015     10051.59 -14718.10 -45893.31  49654.82
2022-01-15 03:57:00.000 015     10052.26 -14716.31 -45893.71  49654.68
2022-01-15 03:58:00.000 015     10050.22 -14714.70 -45895.21  49655.78
2022-01-15 03:59:00.000 015     10048.66 -14713.21 -45895.76  49655.42
2022-01-15 04:00:00.000 015     10049.08 -14713.66 -45896.47  49656.93
2022-01-15 04:01:00.000 015     10049.18 -14715.55 -45896.90  49659.04
2022-01-15 04:02:00.000 015     10048.48 -14714.94 -45896.75  49658.25
2022-01-15 04:03:00.000 015     10048.34 -14715.54 -45897.01  49658.89
2022-01-15 04:04:00.000 015     10047.05 -14716.86 -45897.21  49659.64
2022-01-15 04:05:00.000 015     10047.08 -14715.91 -45896.93  49658.61
2022-01-15 04:06:00.000 015     10048.34 -14715.87 -45897.17  49659.38
2022-01-15 04:07:00.000 015     10048.38 -14715.80 -45897.63  49660.29
2022-01-15 04:08:00.000 015     10050.13 -14717.12 -45897.39  49661.33
2022-01-15 04:09:00.000 015     10051.74 -14715.95 -45897.40  49661.39
2022-01-15 04:10:00.000 015     10051.16 -14713.62 -45897.69  49660.33
2022-01-15 04:11:00.000 015     10051.84 -14714.01 -45898.07  49661.32
2022-01-15 04:12:00.000 015     10050.90 -14714.87 -45898.37  49662.35
2022-01-15 04:13:00.000 015     10048.95 -14714.62 -45898.19  49660.98
2022-01-15 04:14:00.000 015     10050.90 -14715.23 -45898.08  49661.77
2022-01-15 04:15:00.000 015     10053.46 -14714.65 -45897.92  49662.28
2022-01-15 04:16:00.000 015     10055.12 -14714.90 -45898.22  49663.43
2022-01-15 04:17:00.000 015     10055.80 -14716.15 -45898.24  49664.74
2022-01-15 04:18:00.000 015     10055.31 -14713.54 -45898.53  49663.48
2022-01-15 04:19:00.000 015     10053.58 -14712.43 -45899.48  49663.77
2022-01-15 04:20:00.000 015     10054.89 -14713.05 -45899.59  49664.94
2022-01-15 04:21:00.000 015     10054.22 -14714.18 -45899.85  49665.88
2022-01-15 04:22:00.000 015     10054.11 -14714.02 -45899.51  49665.32
2022-01-15 04:23:00.000 015     10054.64 -14712.89 -45899.75  49665.15
2022-01-15 04:24:00.000 015     10053.89 -14713.27 -45899.83  49665.39
2022-01-15 04:25:00.000 015     10054.64 -14712.04 -45899.76  49664.67
2022-01-15 04:26:00.000 015     10055.37 -14712.29 -45900.10  49665.77
2022-01-15 04:27:00.000 015     10054.31 -14712.27 -45900.20  49665.51
2022-01-15 04:28:00.000 015     10055.74 -14712.21 -45899.83  49665.39
2022-01-15 04:29:00.000 015     10056.40 -14711.64 -45900.24  49666.00
2022-01-15 04:30:00.000 015     10055.55 -14710.84 -45900.85  49666.37
2022-01-15 04:31:00.000 015     10054.77 -14710.72 -45900.69  49665.69
2022-01-15 04:32:00.000 015     10055.36 -14710.77 -45901.08  49666.57
2022-01-15 04:33:00.000 015     10056.42 -14711.96 -45900.55  49666.82
2022-01-15 04:34:00.000 015     10056.30 -14711.89 -45900.42  49666.45
2022-01-15 04:35:00.000 015     10054.93 -14712.48 -45900.97  49667.32
2022-01-15 04:36:00.000 015     10054.68 -14711.67 -45901.15  49667.11
2022-01-15 04:37:00.000 015     10056.72 -14711.34 -45901.38  49668.00
2022-01-15 04:38:00.000 015     10055.93 -14710.98 -45902.05  49668.87
2022-01-15 04:39:00.000 015     10056.36 -14710.28 -45902.20  49668.91
2022-01-15 04:40:00.000 015     10055.28 -14711.44 -45902.05  49668.91
2022-01-15 04:41:00.000 015     10054.70 -14712.24 -45901.80  49668.58
2022-01-15 04:42:00.000 015     10056.73 -14713.55 -45901.27  49669.31
2022-01-15 04:43:00.000 015     10055.89 -14711.77 -45901.45  49668.18
2022-01-15 04:44:00.000 015     10054.71 -14711.38 -45901.87  49668.23
2022-01-15 04:45:00.000 015     10055.79 -14712.65 -45901.85  49669.37
2022-01-15 04:46:00.000 015     10054.82 -14711.34 -45901.91  49668.41
2022-01-15 04:47:00.000 015     10056.72 -14710.69 -45901.97  49668.80
2022-01-15 04:48:00.000 015     10056.86 -14709.78 -45902.39  49669.06
2022-01-15 04:49:00.000 015     10057.22 -14711.05 -45902.62  49670.35
2022-01-15 04:50:00.000 015     10056.94 -14710.11 -45902.81  49670.16
2022-01-15 04:51:00.000 015     10058.08 -14709.43 -45902.85  49670.31
2022-01-15 04:52:00.000 015     10060.73 -14708.94 -45903.18  49671.62
2022-01-15 04:53:00.000 015     10059.06 -14707.00 -45903.82  49671.13
2022-01-15 04:54:00.000 015     10059.26 -14706.96 -45904.21  49671.84
2022-01-15 04:55:00.000 015     10060.49 -14706.90 -45904.41  49672.68
2022-01-15 04:56:00.000 015     10059.91 -14707.29 -45904.56  49673.04
2022-01-15 04:57:00.000 015     10057.97 -14707.79 -45904.56  49672.54
2022-01-15 04:58:00.000 015     10060.81 -14708.47 -45904.20  49673.31
2022-01-15 04:59:00.000 015     10061.08 -14709.90 -45904.11  49674.18
2022-01-15 05:00:00.000 015     10062.51 -14709.67 -45903.95  49674.43
2022-01-15 05:01:00.000 015     10061.68 -14709.26 -45903.88  49673.54
2022-01-15 05:02:00.000 015     10062.78 -14710.55 -45903.94  49674.80
2022-01-15 05:03:00.000 015     10064.14 -14710.28 -45903.74  49675.16
2022-01-15 05:04:00.000 015     10060.69 -14708.10 -45904.19  49673.18
2022-01-15 05:05:00.000 015     10059.66 -14708.59 -45904.58  49673.76
2022-01-15 05:06:00.000 015     10060.70 -14709.25 -45904.47  49674.29
2022-01-15 05:07:00.000 015     10061.59 -14709.68 -45904.22  49674.54
2022-01-15 05:08:00.000 015     10062.72 -14709.29 -45904.37  49675.01
2022-01-15 05:09:00.000 015     10062.88 -14709.77 -45904.52  49675.62
2022-01-15 05:10:00.000 015     10063.18 -14709.60 -45904.41  49675.37
2022-01-15 05:11:00.000 015     10063.49 -14709.37 -45904.75  49675.98
2022-01-15 05:12:00.000 015     10063.84 -14708.59 -45905.01  49676.17
2022-01-15 05:13:00.000 015     10064.06 -14708.92 -45905.33  49677.11
2022-01-15 05:14:00.000 015     10064.41 -14708.44 -45905.29  49676.84
2022-01-15 05:15:00.000 015     10064.86 -14708.87 -45905.32  49677.36
2022-01-15 05:16:00.000 015     10065.31 -14709.06 -45905.39  49677.74
2022-01-15 05:17:00.000 015     10065.29 -14709.20 -45905.45  49677.97
2022-01-15 05:18:00.000 015     10065.39 -14709.28 -45905.44  49678.05
2022-01-15 05:19:00.000 015     10065.29 -14709.11 -45905.31  49677.68
2022-01-15 05:20:00.000 015     10065.56 -14709.10 -45905.42  49677.98
2022-01-15 05:21:00.000 015     10065.67 -14708.00 -45905.70  49677.86
2022-01-15 05:22:00.000 015     10065.51 -14707.77 -45906.22  49678.62
2022-01-15 05:23:00.000 015     10065.34 -14707.65 -45906.29  49678.67
2022-01-15 05:24:00.000 015     10066.15 -14707.66 -45906.25  49678.95
2022-01-15 05:25:00.000 015     10067.00 -14707.24 -45906.26  49678.98
2022-01-15 05:26:00.000 015     10066.56 -14707.29 -45906.85  49679.97
2022-01-15 05:27:00.000 015     10066.90 -14707.52 -45906.87  49680.33
2022-01-15 05:28:00.000 015     10067.01 -14707.11 -45906.90  49680.12
2022-01-15 05:29:00.000 015     10067.41 -14707.45 -45907.00  49680.77
2022-01-15 05:30:00.000 015     10067.82 -14707.23 -45907.02  49680.74
2022-01-15 05:31:00.000 015     10068.16 -14707.26 -45907.18  49681.20
2022-01-15 05:32:00.000 015     10067.66 -14707.35 -45907.32  49681.39
2022-01-15 05:33:00.000 015     10066.69 -14707.41 -45907.37  49681.14
2022-01-15 05:34:00.000 015     10066.93 -14707.75 -45907.51  49681.61
2022-01-15 05:35:00.000 015     10066.12 -14707.61 -45907.60  49681.50
2022-01-15 05:36:00.000 015     10066.00 -14708.10 -45907.71  49681.83
2022-01-15 05:37:00.000 015     10066.02 -14708.24 -45907.62  49681.79
2022-01-15 05:38:00.000 015     10066.48 -14708.28 -45907.40  49681.62
2022-01-15 05:39:00.000 015     10066.05 -14707.68 -45907.75  49681.63
